dist,Z
0,881.606018066406
6.84968461212613,881.184997558594
13.6993692242523,881.900024414063
20.5490538363784,881.283020019531
27.3987384485045,881.283020019531
34.2484230606306,881.283020019531
41.0981076727568,881.283020019531
47.9477922848829,881.356994628906
54.797476897009,881.307983398438
61.6471615091351,881.406982421875
68.4968461212613,881.530029296875
75.3465307333874,882.81298828125
82.1962153455135,882.789001464844
89.0458999576396,882.739013671875
95.8955845697658,882.739013671875
102.745269181892,882.739013671875
109.594953794018,882.739013671875
116.444638406144,882.653015136719
123.29432301827,882.653015136719
130.144007630396,882.627990722656
136.993692242523,882.616027832031
143.843376854649,882.567016601563
150.693061466775,882.442993164062
157.542746078901,882.098022460938
164.392430691027,882.232971191406
171.242115303153,881.900024414063
178.091799915279,882.468017578125
184.941484527405,881.838989257813
191.791169139532,881.752014160156
198.640853751658,882.195983886719
205.490538363784,881.554992675781
212.34022297591,881.481018066406
219.189907588036,881.382019042969
226.039592200162,881.356994628906
232.889276812288,881.208984375
239.738961424414,881.776977539063
246.588646036541,881.950012207031
253.438330648667,882.039978027344
260.288015260793,881.950988769531
267.137699872919,881.796020507812
273.987384485045,882.526977539063
280.837069097171,883.169006347656
287.686753709297,882.859008789063
294.536438321423,882.815002441406
301.38612293355,883.213012695313
308.235807545676,883.413024902344
315.085492157802,883.413024902344
321.935176769928,883.413024902344
328.784861382054,882.77099609375
